_content,aera,ans_content,ans_date,date,department,source,url
"昨天刚做了一个不满的反馈，结果就这么巧，今天早上金狮苑******下一大早就出现了丧事棚子，并且敲打乐器做法事。请问******的接受这个LD20180****80542投诉的工作人员，你的反馈是坐在办公室里做出来的吗？你的眼睛是有问题的吗？还是你只是打了个电话******问了下？  你是需要把你领到那个丧事棚子里去聆听法事乐器敲击出来的美妙的音乐吗？什么新中国第一个社区啊，搞个社区展览馆就是了嘛？卫生搞不好，停车搞不好，现在搞得三天两头小区里办丧事，让人怎么活啊，这******吗？睁眼说瞎话丢不丢人？今天是1月18号，我也特意拍了照片和视频留证，看你们这次怎么避重就轻地回复。
希望你们拿出办法来。","杭州,上城区",你好，你所反映的“******工作人员”问题，非我局职权范围，建议向******反映。,2019/01/18,2019/01/18,上城区城市管理局,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303233373630323830
   其于2019年1月13日入住******望******3号瑞莱克斯大酒店，表示在住宿期间，酒店方进行喷漆作业，导致******都是甲醛味道，严重影响入住，认为酒店不应该在经营期间进行装修，要求酒店给予合理解释，请相关部门核实处理。,"杭州,上城区","经房产监察大队现场查看，望******3号瑞莱克斯大酒店15层会议室正在简易装修，未发现有拆改墙体的行为，大队也告知酒店应做好防护措施，并与住客做好解释工作。已与反映人联系告知。
",2019/01/18,2019/01/14,上城区住房和城建局,地市业务接口,http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=485a5344483230313930313139383232
你好，我们是手工熟食制品的线下卖家，有食品经营许可证，目前想发展线上淘宝，但是需要有小作坊资质的证件，请问如何办理？谢谢,"杭州,上城区",金先生您好，关于小作坊证的问题，已与您电话联系，目前******与您拱墅区咨询的办理意见一致。如还有疑问，可拨打咨询电话87*****9。,2019/01/15,2019/01/11,杭州市上城区市场监督管理局,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303132383735363236
"杭州市************，由校长招聘任命的财务，是大学路小学上一任财务的女儿，入职时甚至没有考取相关财务资格证书，大学路小学实际财务主管为已经退休的上一任财务。
大学路小学校长，极力推动学校周末的亲子活动，要求全体教师无偿参加活动，并要求所有学生有偿参与，其背后的财务问题，引人猜忌。","杭州,上城区","1.学校招聘程序规范，使用符合上级相关人事管理规定，编外人员持证上岗。根据教育局统一部署，教育局设有会计结算中心，相关财务工作由会计结算中心负责，学校只设财务资产管理员，配合中心做好相关工作。学校原有的财务资产管理员于2015年4月达到国家退休年龄，学校于2014年底向教育局上报招聘需求，教育局回复由于编制限制学校可以先使用编外人员，等有编制名额后再进行招聘。于是学校对外公布非事业编制的财务资产管理岗位，但没人应聘。为了不影响相关工作的正常开展，学校请示教育局后原财务资产管理人员退休后返聘至2016年8月。学校于2016年9月再一次在校园网上公布了非事业编制的、用工形式为劳务派遣的学校财务资产管理岗位招聘信息，招聘信息公布后只有1人报名，经审核，该人员提交的报名材料符合招聘条件（具备会计从业资格证且有相关工作经验），学校通过行政会议讨论决定以劳务派遣形式使用，原财务资产管理人员做好移交工作后，正式退休。目前，该财务资产管理人员工作认真负责，财务资产管理得到了会计结算中心和后勤管理中心的多次表扬。
2.学校不存在周末组织亲子活动的行为。根据教育局相关规定，学校可以在春秋假期间组织学生开展研学、综合实践（低段亲子）等活动，教师参与组织管理，不放假。从2018年秋季入学的一年级开始，《杭州市******综合素质报告单》中要求对学生的综合实践活动课程和校外研学进行评价。学校严格执行教育局相关规定，结合学校海事基地和杭州市体育后备人才基地（击剑）以及学生发展所需，在寒暑假、春秋假安排击剑体验、校外研学（含国际交流）、综合实践等活动。以上活动有学校组织免费体验的校内课程、春秋游活动；也有根据家长需求学校提供菜单，家长自愿参加的校外活动，相关费用由教导处、办公室根据旅行社提供的活******用做好方案，经学校三重一大会议讨论，上交教育局相关部门审批后下发书面通知（含活动所需费用），由学生、家长自愿申报参加，相关费用由家长直接交给旅行社。春秋假时间教师参与活动管理是属于上班时间，不允许发放任何费用。
",2019/01/14,2019/01/11,上城区教育局,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=4c443230313930303035363733383032
我的苏A1SX77的车停在规划清楚的倒数第二个停车位上，被******城管贴了罚单，且罚单上没有执法人的签字，盖章，执法号，没有电话，三无罚单，故投诉非法违规执法，要求撤除并对耽误我******歉！,"杭州,上城区","你好！你于2019年1月8日向杭州市******信访局反映的事项，经工作人员调查，现处理答复如下：你于2019年1月8日反映“******4号停车疑议”的事项，接此投诉后，辖区小营执法中队即派队员去现场查看。经调查，2019年1月8日 13:45，你将一辆车牌号为苏A1SX77的小型车未按规定停放在望江路-114号******上，被中队工作人员巡查发现并按职权抄单，现场有取证照片，事实清楚证据确凿。根据现场照片和现场勘查确认，你停车的地方原先确实有停车位，几年前已被黑漆覆盖，现场有明显黑漆覆盖痕迹。至于“告知单无处理人签名、违章事由及联系方式”问题，违停通知单是市城管委统一格式，已向你进行说明，中队层面无法进一步向其解释如此设计的原因。你的根本诉求是要消除违章记录，1月14日8:41电话反馈中已告知你可以到中队部看现场照片，也可以一起去现场看，并告知了行政复议途径，你所需求的撤除处罚建议向上城区区政府或者市城管委申请行政复议。

",2019/01/14,2019/01/10,上城区城市管理局,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303131373238343232
      其是************后市街小区居民，今年57周岁，丈夫62周岁，是独生子女父母，反映国务院下发通知：自2019年1月1日起开始， 独生子女父母每人每年可领取2400元津贴；表示该通知之前，拱墅区的独生子女父母每人每月可领取150元，但上城区的独生子女父母却从未领取过该津贴，其不解，要求尽快发放并给予合理解释，请相关部门核实处理。,"杭州,上城区","您好！
经与******卫计局联系，拱墅区目前针对独生子女家庭，父母年满60周岁人群，有300元补贴，属于区级层面的政策，杭州市并未统一。上城区目前暂无相关政策，国家相关通知也并未收到。",2019/01/15,2019/01/15,上城区卫生和计划生育局,地市业务接口,http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=485a5344483230313930313230343034
      其是************农居回迁安置领导小组的工作人员，现其工作小组进行福利分房工作，需要查询回迁居民是否有享受直管公房，其表******及其安置领导小组的介绍信前往上城区住建局进行查询，但是上城区住建局系统未录入告知无法进行查询，故来电咨询是否有其他方式进行查询，望相关部门帮助解答。,"杭州,上城区",针对反映的问题，我局房政科工作人员已联系反映人，反映的问题涉******查档，因我区同名租赁人无身份证信息登记，所以无法确认是否为同名同姓不同人。已告知反映人。,2019/01/15,2019/01/14,上城区住房和城建局,地市业务接口,http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=485a5344483230313930313136333437
   其是************河坊街58号信余里小区******单元703室的业主，反映其家次卧房顶雨天出现渗水情况，严重影响生活，现希望帮助修缮，请有关部门核实处理。,"杭州,上城区",社区工作人员电话联系沈女士，告知反映人社区已经联系房管，并已报维修，让反映人手机保持畅通，方便房管联系，反映人表示认可。,2019/01/15,2019/01/15,杭州市上城区小营街道,地市业务接口,http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=485a5344483230313930313230323133
本人户籍山东省，先与原单位解除劳动合同，公积金也已经封停，如何提取公积金和医疗保险账户中的余额，能网上直接申请吗？本人已离职，先就职于北京一家公司,"杭州,上城区","李超：
     您好，您于2019年1月3日向******信访局咨询的公积金和医疗保险问题，已转送我局。我局工作人员已经告知你，可自主打印医保凭证（支付宝——社保——医保转出凭证），或将北京地址告知我们（8*****），我们会将你的参保凭证寄出，之后到现参保地进行转入，公积金问题请向住建部门咨询。感谢对我们工作的支持和理解。
",2019/01/15,2019/01/07,上城区人力社保局,浙江省政务服务网,http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303038313736383736
我想问一下，生产食品包装用铝箔纸需要办理生产许可证吗？应用于烧烤、包装食品方面,"杭州,上城区","黄晓辉同志：
    你好，目前《食品相关产品生产许可证许可目录》中未含铝箔纸，已告知你。
经办人：干静     电话：87*****6",2019/01/15,2019/01/14,杭州市上城区市场监督管理局,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303135343534373936
"尊敬的市长你好，我是一名普通的杭州市民，在这里我有一个小建议提出。
关于杭州地铁的票价问题。
众所周知地铁是一项惠民工程，杭州不断增加的地铁里程也在不断的增加着杭州市民的幸福感，但是关于杭州地铁票价问题，个人认为目前杭州地铁的价格过高。
跟同等级别的南京 武汉相比，杭州地铁的价格都比他们要高出许多。
杭州地铁的价格与上海地铁价格不相上下。
举例来看，从下沙的文******西的三墩，驾车行驶距离为33公里左右，票价8元。
而上海虹桥火车站到上海浦东机场驾车距离也为33公里左右，票价为7元。
杭州地铁目前最高票价9元，如以后新的地铁线路再建成，从萧山机场到湘湖的票价是不是会突破10元甚至达到15元的价格呢。这对于公共交通来说属于非常高价了。
因此，我希望市政府能够重视这个问题，在惠民的路上越来越好，也希望杭州越来越好。
我爱杭州 谢谢。^_^","杭州,上城区",目前杭州地铁的票价体系在2012年1号线开通时实施，属政府定价。为了更多地惠及乘车，杭州地铁目前仍执行杭州通卡乘车9.1折，公交换乘优惠。同时，杭州地铁也积极推进电子支付合作方让利，如银联闪付过闸打折（如周一银联手机pay1分钱乘车）、支付宝刷码过闸优惠等活动。未来票价是否变化，还需市政府及物价部门统筹考虑。感谢您对杭州地铁的支持。,2019/01/15,2019/01/10,杭州市地铁集团有限责任公司,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=4c443230313930303034373938313831
可溯金融，诈骗老百姓资金12个多亿，自7.15日宣布清盘以来，拖延兑付，采用劣质商品高价强制消费，巧取豪夺老百姓的血汗钱。经侦部门拒不立案，2万受害人备受折磨。希望政府监督，争取立案，平台已经没有任何诚意归还老百姓的血汗钱，强烈要求立案侦查，为民做主。,"杭州,上城区",可溯金******金融办牵头监督下已经成立出借人委员会筹委会，出借人委员会代表候选人报名工作也在开展，下一步在区金融办监督下，借委会代表候选人将进行公示。,2019/01/10,2019/01/10,杭州市上城区人民政府金融工作办公室,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303131363438333035
"  我们是P2P的受害者，杭州惠财平台的实控人王培火、蔡惠东，他们利用平台骗了我们全国各地4千多出借人，金额达3个亿，从18年7月下旬到现在快半年了到期的合法资金就是不还给我们，天天找借口说没钱，所出的方案也没有一点诚意，出借人看不到有一分真实的效果，就拿些破地，破衣服，破股来抵我们出借人的真金白银。却在逾期后拿着该还我们的钱先后注册了多家公司金额达1.2个亿，这有钱故意不还做起了假慈善，19年1月3日发出《关于“惠财******救急备用金申请机制》的公告，他把我们当猴耍了，我们自己的钱自己还不能做主了，要他还我们的钱还要我们写申请，债权人向债务人提出还款，债务人却向债权人要申请才还一定限额“救助款”。欠钱的老奈摇身一变成了“救世主”我们却成了老奈被救助的对象，欠我们的钱6个月不还，做伪慈善往自己脸上贴金的本事倒是挺大的，真是天下奇闻太搞笑了，这是我们国家法律规定的吗？
   希望政府加大力度管理此事，把他们一家抓起来为我们做主。谢谢","杭州,上城区",目前国家立法层面尚未有对p2p企业进行监管的实施细则，金融办目前负责相关协调工作，加紧推动企业确定兑付方案。信访人反映的相关情况责任主体为平台，若有该情况的详实证据请提交给相关部门，以供立案决策。,2019/01/09,2019/01/08,杭州市上城区人民政府金融工作办公室,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303130343537313237
惠财从2018年7月到现在，到期的都未回款，为什么到现在还在发新标？继续欺骗老百姓，监管部门不管吗？监管部门起到监管的职责了吗？以下就是惠财难友与金融办的对话。作为金融办监管部门，几次要求惠财停止发标后，惠财继续发新标，金融办就没办法了吗？就让他们继续欺骗老百姓了吗？这让老百姓这么信任你们。,"杭州,上城区",目前国家立法层面尚未有对p2p企业进行监管的实施细则，金融办目前负责相关协调工作，加紧推动企业确定兑付方案。信访人反映的相关情况责任主体为平台，若有该情况的详实证据请提交给相关部门，以供立案决策。,2019/01/09,2019/01/09,杭州市上城区人民政府金融工作办公室,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303130353338323435
"谁在主导惠财平台掩耳盗铃拒不兑付存管标的行为？
目前惠财平台存管标仍在正常运作，但是未经出借人允许私自将非存管标转为存管标的标的却未正常兑付，《网络借贷信息中介机构业务活动管理暂行办法》明文规定未经出借人授权，网络借贷信息中介机构不得以任何形式代出借人行使决策。惠财平台明知故犯，视法律于枉顾。
那么，请问政府：******别对待标的的行为是否监管到了？如果没有监管到，此失职行为所造成的损失由谁负责？如果监管到了，为何迟迟不见惠财平台兑付存管标的，或者说默认平台将非存管标转为存管标的目的和意义何在？平台掩耳盗铃的举动欺瞒的是出借人还是律法？请政府为民做主，给予我们明确真实有效的答复，严厉要求平台限期兑付存管标。
目前，不少P2P平台出现了各种各样的暴雷现象，有人也许会说“依法维权”，但这里“依法”却成为了不闹事、隐忍等词汇的代名词，等到权益侵害成为既成事实，再去找有关部门做被验证基本无效的“情况反映”。这种“依法维权”的意义何在？合法的权利，就应当勇于维护，更需要政府给予出借人明朗清晰的态度。","杭州,上城区",目前国家立法层面尚未有对p2p企业进行监管的实施细则，金融办目前负责相关协调工作，加紧推动企业确定兑付方案。信访人反映的相关情况责任主体为平台，若有该情况的详实证据请提交给相关部门，以供立案决策。,2019/01/09,2019/01/09,杭州市上城区人民政府金融工作办公室,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303130353638373836
经过了解此平台是太子龙公司私下的资金池，所有标都是假标，从2018年6月开始到期的所有钱没有给予兑付过，也不给予任何的兑付方案，平台2000多人被骗，到现在为止平台还在正常运作发标，实在是老赖到发指！政府应该要为我们老百姓做主，帮我们要回血汗钱！谢谢！,"杭州,上城区",惠财平台已出险，******金融办、******办牵头，惠财平台方、担保方锦子集团以及出借人债委会代表已多次对兑付方案进行沟通。1、若信访人对兑付方案有意见请提交给债委会，由债委会代表收集多数人意见并代表出借人向各方进一步沟通表达诉求，金融办会继续协调。2、若信访人个人对方案不满，也不愿通过债委会表达诉求的，建议以个人名义进行司法维权或向有关部门报案。,2019/01/09,2019/01/09,杭州市上城区人民政府金融工作办公室,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303130353937383837
尊敬的领导，关于中网国投恶意清盘事件，已向你们反映多次，但事情至今仍没有一点向好的迹象。中网国投自2018年10月23号单方面宣布清盘以来，都是以电话形式与出借人联系，迟迟不发公告，这种行为已经严重违反了中央关于p2p清盘的有关规定，我们出借人多次向******金融办、信访局反映情况，但问题始终没有一个合理的解释。我们老百姓的血汗钱就这样被中网国投明抢明骗，我们却无处申冤，请政府想百姓之所想，急百姓之所急，能够在中网国投这样的事情上有所作为，还老百姓******。,"杭州,上城区",区金融办将一如既往地密切关注、跟踪中网国投的清盘行为，保障出借人与平台畅通的******。鉴于中网国投的清盘属于民事行为，不存在政府认可或者支持的说法，出借人就相关诉求可提交金融办，金融办将及时予以转达，积极从中斡旋协调，并支持合理诉求。同时我办希望出借人理性维权，依法保护自身合法权益。,2019/01/09,2019/01/09,杭州市上城区人民政府金融工作办公室,浙江省政务服务网,http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303130363037393337
反应了好几次了，政府倒是为我们百姓做回主，我们这些钱可都是家底，全家上下好几口人等着吃******非得把我们这些手无寸铁的老百姓逼******路 政府才会管一管,"杭州,上城区",惠财平台已出险，******金融办、******办牵头，惠财平台方、担保方锦子集团以及出借人债委会代表已多次对兑付方案进行沟通。1、若信访人对兑付方案有意见请提交给债委会，由债委会代表收集多数人意见并代表出借人向各方进一步沟通表达诉求，金融办会继续协调。2、若信访人个人对方案不满，也不愿通过债委会表达诉求的，建议以个人名义进行司法维权或向有关部门报案。3、信访人存在生活困难的，建议向当地民政部门申请救济。,2019/01/09,2019/01/09,杭州市上城区人民政府金融工作办公室,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303130363338343333
杭州包之金金融信息服务有限公司，马上过年了欠我两万块钱不还，日子难过来次来此寻求帮助。,"杭州,上城区",包之金融目前每月20日左右公布当月兑付比例，24日左右进行兑付，需投资人自行登录APP进行提现。请关注。,2019/01/09,2019/01/09,杭州市上城区人民政府金融工作办公室,手机APP,http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303130393737343034
"    本人，首次在网上关注p2p理财公司，因为杭州为金融新城，特关注杭州的理财公司。在2018年5月注册首投，谁知到七月份就开始不能提现到银行卡里，到期的只给我十分之一的本息金额，其它的作为展期三月。如今都已到期不能提现。
    尽管在九月份上海睿银银监会进入至今未能给予九月之前提现金额全部到账，更没有对展期三月后的资金给予合理的对付方案。
    经出借委员会代表与惠财公司和借款方太子龙公司领导多次探讨沟通，太子龙为我们出借人资金走向的源头，资金达3亿。
    希望政府为我们广大出借人做主，在法治社会绝不能出现故意损害广大人民财产的行为。
                                   出借人 :   ***    联系电话:180****1583
                                                        时间  20*****7","杭州,上城区",惠财平台已出险，******金融办、******办牵头，惠财平台方、担保方锦子集团以及出借人债委会代表已多次对兑付方案进行沟通。1、若信访人对兑付方案有意见请提交给债委会，由债委会代表收集多数人意见并代表出借人向各方进一步沟通表达诉求，金融办会继续协调。2、若信访人个人对方案不满，也不愿通过债委会表达诉求的，建议以个人名义进行司法维权或向有关部门报案。,2019/01/09,2019/01/09,杭州市上城区人民政府金融工作办公室,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=57583230313930303130363231363436
"信件编号：	LD20180****21160
再次反映:在人工售票前增加地铁二字很难吗？你们的工作真的做到位了吗？请杭州地铁领导实地看一看，有多少人误以为此处为火车票售票点！！！
另外，该处人工售票一会儿有人卖票，一会儿没有，有没有一个固定的时间，如果有请在牌子上写清楚，如果没有固定服务时间，结束后将人工售票牌子撤出，不要再误导人！","杭州,上城区",非常感谢您对杭州地铁的关注。高铁与地铁是两种截然不同的交通工具，且杭州东高铁站位于地铁火车东站正上方，高铁与地铁售票点并不在同一层，故我司未在处于地铁站内的地铁人工票亭前刻意增加地铁字样，请您能够理解。为了更好的服务乘客，我们已记录您的建议并反馈至相关部门作为参考，如对地铁有其他任何建议或者意见，欢迎直接拨打地铁服务热线26*****1，我们将竭诚为您服务。,2019/01/10,2019/01/07,杭州市地铁集团有限责任公司,浙江省统一政务咨询投诉举报平台(网上大厅),http://www.zjzxts.gov.cn/wsdt/wsdtHtml/xfjxq.jsp?id=4c443230313930303032343137393136
